traffic_volume_type,traffic_light,time_of_day,direction,weather,total_vehicles,car,person,truck,bicycle,bus,motorcycle,date,time
light,Green,night,East,Foggy,8,6,0,1,0,1,0,10/10/2024,5:45
light,Green,afternoon,West,Clear,8,8,0,0,0,0,0,18-10-2024,17:50
light,Green,afternoon,North,Clear,9,6,3,0,0,0,0,7/10/2024,8:25
light,Green,night,North,Snowy,7,6,0,0,0,1,0,16-10-2024,9:45
light,Green,morning,West,Snowy,2,2,0,0,0,0,0,13-10-2024,22:30
heavy,Red,evening,South,Rainy,21,14,6,0,0,1,0,1/10/2024,7:30
heavy,Red,morning,North,Snowy,21,18,1,1,0,1,0,13-10-2024,10:35
moderate,Yellow,afternoon,West,Rainy,11,10,0,1,0,0,0,8/10/2024,13:40
moderate,Yellow,evening,South,Clear,17,15,1,0,0,1,0,6/10/2024,12:15
light,Green,afternoon,North,Rainy,4,2,0,0,0,2,0,6/10/2024,19:15
heavy,Red,morning,South,Snowy,23,14,8,0,0,1,0,1/10/2024,2:05
moderate,Yellow,night,East,Clear,17,12,4,0,0,1,0,1/10/2024,3:30
light,Green,morning,North,Snowy,4,3,1,0,0,0,0,2/10/2024,23:50
light,Green,morning,South,Clear,9,9,0,0,0,0,0,15-10-2024,3:25
moderate,Red,morning,West,Rainy,13,11,2,0,0,0,0,30-09-2024,23:10
moderate,Yellow,evening,South,Rainy,14,13,1,0,0,0,0,5/10/2024,6:05
moderate,Yellow,morning,West,Clear,14,12,0,2,0,0,0,7/10/2024,21:20
light,Green,morning,West,Rainy,8,7,1,0,0,0,0,6/10/2024,0:30
light,Green,afternoon,South,Clear,2,2,0,0,0,0,0,13-10-2024,22:40
light,Green,evening,West,Foggy,6,6,0,0,0,0,0,13-10-2024,4:50
light,Green,night,East,Foggy,2,1,0,1,0,0,0,10/10/2024,20:05
heavy,Red,morning,North,Foggy,20,14,5,0,0,1,0,1/10/2024,2:10
moderate,Yellow,night,South,Snowy,13,11,0,2,0,0,0,9/10/2024,2:20
light,Green,night,East,Snowy,6,5,0,1,0,0,0,19-10-2024,13:00
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
heavy,Red,afternoon,North,Snowy,23,16,4,0,0,2,0,1/10/2024,0:50
moderate,Yellow,afternoon,South,Foggy,15,13,2,0,0,0,0,1/10/2024,23:30
light,Green,afternoon,East,Foggy,7,4,2,1,0,0,0,6/10/2024,23:15
heavy,Red,evening,South,Clear,20,14,2,0,0,4,0,1/10/2024,10:30
light,Green,morning,South,Foggy,3,2,0,0,0,1,0,14-10-2024,5:55
moderate,Yellow,afternoon,South,Rainy,11,8,0,2,0,1,0,18-10-2024,19:55
light,Green,afternoon,North,Foggy,4,2,0,0,0,2,0,6/10/2024,16:50
light,Green,night,West,Snowy,8,2,6,0,0,0,0,12/10/2024,10:05
moderate,Yellow,afternoon,East,Rainy,13,10,1,0,0,2,0,6/10/2024,10:20
heavy,Red,morning,East,Rainy,20,13,6,0,0,1,0,1/10/2024,3:05
heavy,Red,afternoon,East,Rainy,22,14,7,0,0,1,0,1/10/2024,2:15
moderate,Red,afternoon,South,Snowy,12,10,0,0,1,1,0,30-09-2024,6:55
light,Green,evening,West,Clear,5,4,0,0,0,1,0,3/10/2024,22:20
heavy,Red,morning,West,Snowy,22,13,4,0,1,4,0,30-09-2024,4:00
light,Red,afternoon,South,Foggy,8,6,2,0,0,0,0,7/10/2024,7:55
moderate,Red,afternoon,West,Foggy,17,13,2,0,0,2,0,2/10/2024,5:05
moderate,Yellow,morning,North,Rainy,14,12,2,0,0,0,0,2/10/2024,1:45
moderate,Yellow,morning,East,Clear,13,13,0,0,0,0,0,8/10/2024,7:00
heavy,Red,morning,West,Clear,21,18,0,1,0,2,0,11/10/2024,18:20
heavy,Red,night,South,Snowy,20,12,6,0,0,2,0,1/10/2024,0:40
moderate,Yellow,night,East,Clear,15,10,3,0,0,2,0,1/10/2024,19:45
moderate,Yellow,afternoon,East,Foggy,16,12,1,0,0,3,0,6/10/2024,11:15
heavy,Red,afternoon,North,Clear,20,12,7,0,0,1,0,2/10/2024,9:50
light,Green,morning,North,Foggy,8,5,0,1,0,2,0,18-10-2024,1:30
light,Green,morning,East,Foggy,2,2,0,0,0,0,0,10/10/2024,9:25
moderate,Yellow,evening,South,Foggy,16,13,1,1,0,1,0,13-10-2024,15:25
light,Green,evening,East,Rainy,9,8,0,1,0,0,0,12/10/2024,22:20
moderate,Yellow,evening,South,Foggy,12,10,1,0,0,1,0,6/10/2024,9:10
moderate,Yellow,evening,North,Snowy,14,11,3,0,0,0,0,30-09-2024,12:30
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
moderate,Red,afternoon,West,Rainy,17,13,2,0,0,2,0,2/10/2024,5:15
light,Green,evening,North,Rainy,5,2,3,0,0,0,0,12/10/2024,10:10
light,Green,morning,South,Clear,5,5,0,0,0,0,0,10/10/2024,5:35
moderate,Yellow,night,East,Rainy,17,12,4,0,0,1,0,1/10/2024,3:40
light,Green,evening,North,Snowy,4,4,0,0,0,0,0,15-10-2024,20:15
heavy,Red,afternoon,East,Rainy,21,19,0,1,0,1,0,13-10-2024,10:00
heavy,Red,night,West,Rainy,22,15,5,0,0,2,0,1/10/2024,6:55
moderate,Yellow,afternoon,West,Foggy,19,15,3,0,0,1,0,2/10/2024,2:15
light,Green,morning,West,Rainy,0,0,0,0,0,0,0,9/10/2024,20:15
light,Red,evening,South,Snowy,5,3,2,0,0,0,0,7/10/2024,6:55
light,Green,evening,East,Foggy,5,4,0,0,0,0,0,12/10/2024,13:55
moderate,Red,evening,East,Foggy,10,8,0,1,0,1,0,19-10-2024,21:05
light,Green,evening,North,Clear,2,2,0,0,0,0,0,4/10/2024,9:05
heavy,Red,morning,South,Rainy,20,12,5,0,0,3,0,2/10/2024,5:35
moderate,Red,night,South,Clear,15,12,1,0,1,1,0,30-09-2024,7:50
moderate,Yellow,afternoon,North,Snowy,10,9,1,0,0,0,0,30-09-2024,10:10
moderate,Yellow,night,North,Foggy,16,15,0,1,0,0,0,7/10/2024,23:40
light,Green,night,South,Clear,9,8,0,0,0,0,1,18-10-2024,3:55
moderate,Yellow,night,East,Rainy,10,9,0,0,0,0,0,3/10/2024,18:35
light,Green,morning,North,Rainy,6,5,1,0,0,0,0,15-10-2024,7:00
moderate,Yellow,night,West,Foggy,14,11,1,2,0,0,0,5/10/2024,11:45
moderate,Yellow,night,East,Foggy,11,9,0,0,0,2,0,5/10/2024,20:45
moderate,Yellow,afternoon,East,Foggy,13,11,0,0,0,1,0,17-10-2024,17:35
heavy,Red,night,North,Foggy,20,13,4,0,0,3,0,1/10/2024,9:10
moderate,Yellow,evening,East,Snowy,16,13,2,0,0,1,0,4/10/2024,17:30
moderate,Yellow,morning,West,Rainy,11,10,0,1,0,0,0,12/10/2024,22:15
heavy,Red,evening,North,Rainy,20,16,4,0,0,0,0,30-09-2024,13:20
moderate,Yellow,morning,South,Foggy,10,8,0,1,0,0,0,17-10-2024,19:35
moderate,Yellow,morning,East,Rainy,12,9,3,0,0,0,0,12/10/2024,4:50
moderate,Yellow,night,South,Foggy,17,13,3,0,0,1,0,1/10/2024,23:05
light,Green,morning,North,Foggy,6,4,0,1,0,1,0,6/10/2024,20:30
moderate,Red,evening,East,Foggy,10,8,0,1,0,1,0,19-10-2024,21:05
moderate,Red,afternoon,South,Rainy,15,13,2,0,0,0,0,30-09-2024,23:25
moderate,Yellow,night,North,Foggy,10,10,0,0,0,0,0,18-10-2024,16:00
heavy,Red,morning,South,Snowy,20,16,3,0,0,1,0,1/10/2024,6:10
light,Green,afternoon,West,Snowy,3,3,0,0,0,0,0,15-10-2024,21:45
moderate,Yellow,evening,West,Rainy,16,16,0,0,0,0,0,11/10/2024,21:00
light,Green,night,East,Rainy,6,6,0,0,0,0,0,18-10-2024,7:05
light,Green,morning,East,Snowy,7,4,2,0,0,1,0,7/10/2024,6:40
light,Green,evening,East,Foggy,4,4,0,0,0,0,0,10/10/2024,21:35
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
moderate,Yellow,afternoon,East,Foggy,11,10,0,0,0,1,0,18-10-2024,16:55
heavy,Red,night,South,Clear,20,13,6,0,0,1,0,1/10/2024,1:40
light,Green,morning,South,Rainy,5,3,0,0,0,2,0,6/10/2024,20:40
light,Green,evening,East,Rainy,1,1,0,0,0,0,0,15-10-2024,5:40
moderate,Yellow,evening,North,Clear,13,10,0,2,0,1,0,5/10/2024,17:20
light,Green,afternoon,North,Clear,5,5,0,0,0,0,0,4/10/2024,10:00
light,Green,night,East,Clear,9,9,0,0,0,0,0,8/10/2024,19:00
light,Green,morning,North,Rainy,3,3,0,0,0,0,0,10/10/2024,16:40
moderate,Yellow,morning,North,Foggy,11,6,1,0,0,4,0,3/10/2024,3:50
light,Green,morning,East,Snowy,5,2,1,0,0,2,0,12/10/2024,18:55
moderate,Red,night,West,Snowy,16,12,3,1,0,0,0,2/10/2024,1:10
light,Green,morning,North,Snowy,3,1,2,0,0,0,0,4/10/2024,14:10
moderate,Yellow,evening,South,Clear,13,11,0,2,0,0,0,5/10/2024,15:10
moderate,Yellow,evening,West,Rainy,18,13,4,0,0,1,0,1/10/2024,2:00
light,Green,morning,West,Foggy,4,3,0,0,1,0,0,12/10/2024,15:50
moderate,Yellow,afternoon,North,Clear,10,9,1,0,0,0,0,17-10-2024,9:40
light,Green,morning,West,Rainy,9,9,0,0,0,0,0,15-10-2024,3:30
light,Green,night,South,Snowy,3,1,2,0,0,0,0,4/10/2024,15:55
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
moderate,Yellow,morning,East,Snowy,17,15,0,1,0,1,0,5/10/2024,1:10
moderate,Yellow,morning,West,Rainy,14,13,0,1,0,0,0,9/10/2024,12:40
light,Green,afternoon,East,Rainy,4,4,0,0,0,0,0,7/10/2024,4:05
light,Green,night,North,Clear,7,7,0,0,0,0,0,18-10-2024,14:00
light,Green,morning,North,Clear,6,6,0,0,0,0,0,19-10-2024,7:05
heavy,Red,night,South,Snowy,20,12,6,0,0,2,0,1/10/2024,0:40
heavy,Red,night,South,Clear,20,12,7,0,0,1,0,2/10/2024,10:35
light,Green,morning,East,Foggy,9,6,0,0,0,3,0,3/10/2024,3:55
light,Green,night,East,Clear,6,5,0,0,0,1,0,14-10-2024,10:15
moderate,Yellow,afternoon,East,Foggy,14,13,0,0,0,1,0,8/10/2024,16:30
heavy,Red,night,South,Foggy,20,18,0,1,0,1,0,13-10-2024,9:55
light,Green,morning,West,Clear,6,5,0,1,0,0,0,19-10-2024,16:50
light,Green,afternoon,North,Foggy,8,7,0,1,0,0,0,18-10-2024,3:30
light,Red,morning,East,Clear,3,3,0,0,0,0,0,7/10/2024,7:45
light,Green,afternoon,West,Rainy,8,8,0,0,0,0,0,9/10/2024,23:00
moderate,Red,night,West,Foggy,15,12,3,0,0,0,0,30-09-2024,20:55
moderate,Red,night,East,Snowy,12,10,1,1,0,0,0,30-09-2024,21:40
light,Green,morning,East,Foggy,4,4,0,0,0,0,0,18-10-2024,11:20
moderate,Yellow,morning,North,Snowy,10,9,0,1,0,0,0,5/10/2024,14:35
light,Green,evening,South,Clear,4,3,1,0,0,0,0,4/10/2024,7:40
light,Green,evening,West,Clear,4,0,3,1,0,0,0,12/10/2024,13:05
heavy,Red,morning,West,Snowy,20,14,4,1,0,1,0,1/10/2024,9:25
light,Green,night,North,Snowy,9,7,1,0,0,0,0,3/10/2024,20:45
heavy,Red,afternoon,South,Clear,21,19,1,0,0,1,0,13-10-2024,11:00
moderate,Yellow,evening,West,Snowy,12,12,0,0,0,0,0,16-10-2024,4:30
moderate,Yellow,evening,North,Foggy,10,9,0,1,0,0,0,16-10-2024,11:45
heavy,Red,afternoon,West,Clear,20,11,8,0,0,1,0,1/10/2024,1:15
moderate,Red,night,North,Clear,13,10,1,1,0,1,0,6/10/2024,13:00
moderate,Red,afternoon,South,Clear,16,12,2,0,0,2,0,2/10/2024,4:25
light,Green,afternoon,West,Snowy,9,8,0,1,0,0,0,17-10-2024,23:50
heavy,Red,afternoon,West,Foggy,26,18,4,1,0,3,0,1/10/2024,6:45
moderate,Red,afternoon,West,Foggy,14,11,2,0,0,1,0,30-09-2024,16:55
light,Red,morning,North,Clear,5,3,1,0,0,1,0,6/10/2024,14:20
heavy,Red,morning,North,Foggy,20,13,6,0,0,1,0,1/10/2024,1:45
heavy,Red,afternoon,North,Snowy,23,16,4,0,0,2,0,1/10/2024,0:50
light,Green,morning,East,Rainy,6,5,0,1,0,0,0,19-10-2024,16:35
moderate,Yellow,morning,South,Foggy,11,10,0,1,0,0,0,8/10/2024,20:50
light,Green,evening,South,Clear,8,7,0,0,0,1,0,14-10-2024,9:45
light,Green,evening,North,Clear,6,6,0,0,0,0,0,10/10/2024,5:40
moderate,Yellow,afternoon,South,Foggy,18,18,0,0,0,0,0,11/10/2024,6:45
light,Green,night,East,Clear,3,2,0,1,0,0,0,14-10-2024,22:40
light,Green,afternoon,East,Clear,3,3,0,0,0,0,0,10/10/2024,20:15
heavy,Red,morning,West,Clear,21,18,0,1,0,2,0,11/10/2024,18:20
moderate,Red,evening,West,Clear,17,12,4,1,0,0,0,2/10/2024,0:40
moderate,Yellow,afternoon,South,Snowy,10,7,1,2,0,0,0,6/10/2024,6:30
light,Green,night,East,Clear,7,4,1,0,0,2,0,12/10/2024,16:55
light,Red,night,West,Foggy,8,7,0,0,0,1,0,19-10-2024,21:15
moderate,Yellow,night,East,Snowy,10,10,0,0,0,0,0,5/10/2024,7:10
moderate,Yellow,night,East,Rainy,18,14,0,3,0,1,0,5/10/2024,1:15
moderate,Yellow,evening,South,Snowy,12,12,0,0,0,0,0,5/10/2024,6:25
moderate,Red,night,North,Foggy,14,11,3,0,0,0,0,30-09-2024,23:05
moderate,Yellow,morning,East,Rainy,16,14,0,2,0,0,0,11/10/2024,2:55
light,Green,evening,South,Clear,8,8,0,0,0,0,0,14-10-2024,2:50
moderate,Red,afternoon,South,Clear,11,10,0,0,0,1,0,6/10/2024,12:50
heavy,Red,morning,South,Clear,21,18,2,0,0,1,0,13-10-2024,10:30
moderate,Yellow,morning,East,Clear,16,10,4,0,0,2,0,1/10/2024,18:15
heavy,Red,night,North,Foggy,20,13,4,0,0,3,0,1/10/2024,9:10
heavy,Red,night,South,Foggy,20,18,0,1,0,1,0,13-10-2024,9:55
light,Green,morning,West,Clear,4,4,0,0,0,0,0,10/10/2024,3:20
moderate,Yellow,evening,South,Snowy,10,7,0,0,0,3,0,4/10/2024,19:50
light,Green,evening,West,Clear,4,4,0,0,0,0,0,2/10/2024,23:35
moderate,Yellow,afternoon,North,Rainy,14,13,0,1,0,0,0,8/10/2024,4:35
moderate,Yellow,afternoon,East,Snowy,14,12,0,1,0,1,0,12/10/2024,2:15
moderate,Yellow,afternoon,West,Rainy,10,10,0,0,0,0,0,5/10/2024,2:55
moderate,Yellow,afternoon,East,Snowy,15,12,2,0,1,0,0,30-09-2024,0:40
moderate,Yellow,evening,North,Foggy,17,13,2,0,0,2,0,1/10/2024,10:35
moderate,Red,afternoon,North,Foggy,17,13,3,0,0,1,0,2/10/2024,5:10
light,Red,afternoon,North,Clear,8,5,2,0,0,1,0,17-10-2024,1:00
moderate,Red,night,East,Snowy,15,10,3,1,0,1,0,30-09-2024,21:35
moderate,Yellow,afternoon,East,Foggy,10,5,3,0,0,1,1,7/10/2024,17:50
heavy,Red,morning,West,Snowy,22,13,4,0,1,4,0,30-09-2024,4:00
heavy,Red,evening,East,Snowy,21,11,4,0,0,5,0,2/10/2024,3:25
light,Green,evening,West,Foggy,5,5,0,0,0,0,0,13-10-2024,20:55
moderate,Yellow,evening,East,Snowy,14,13,0,0,0,1,0,13-10-2024,14:15
light,Green,afternoon,West,Rainy,6,5,0,0,0,1,0,3/10/2024,22:05
heavy,Red,night,East,Foggy,21,16,4,0,0,1,0,1/10/2024,4:50
moderate,Red,afternoon,West,Clear,14,11,2,0,0,1,0,30-09-2024,8:10
moderate,Yellow,afternoon,East,Rainy,13,11,1,1,0,0,0,6/10/2024,7:30
light,Green,morning,North,Snowy,5,4,0,0,0,1,0,4/10/2024,4:15
light,Green,morning,West,Foggy,3,2,0,0,0,1,0,4/10/2024,2:55
moderate,Red,night,West,Rainy,13,11,2,0,0,0,0,30-09-2024,20:50
light,Green,night,East,Snowy,6,4,0,0,0,2,0,6/10/2024,20:05
light,Green,night,West,Clear,3,3,0,0,0,0,0,15-10-2024,17:50
heavy,Red,morning,North,Snowy,20,14,1,0,2,3,0,30-09-2024,4:30
moderate,Red,afternoon,West,Foggy,14,11,2,0,0,1,0,30-09-2024,16:55
light,Green,evening,South,Snowy,8,7,0,0,0,1,0,18-10-2024,10:15
moderate,Yellow,evening,South,Clear,14,7,5,0,0,2,0,4/10/2024,11:35
moderate,Red,afternoon,South,Rainy,15,13,2,0,0,0,0,30-09-2024,23:25
moderate,Yellow,evening,South,Snowy,18,11,5,0,0,2,0,1/10/2024,20:15
light,Green,afternoon,South,Rainy,7,6,1,0,0,0,0,6/10/2024,13:35
light,Green,evening,North,Snowy,5,4,1,0,0,0,0,7/10/2024,10:40
heavy,Red,night,South,Snowy,23,15,6,0,0,2,0,2/10/2024,6:00
moderate,Yellow,evening,North,Snowy,17,17,0,0,0,0,0,7/10/2024,23:15
moderate,Yellow,evening,South,Rainy,15,13,0,1,0,1,0,8/10/2024,21:55
heavy,Red,night,South,Snowy,20,14,1,2,0,3,0,5/10/2024,1:30
moderate,Yellow,morning,East,Clear,10,10,0,0,0,0,0,13-10-2024,6:10
moderate,Red,morning,South,Rainy,14,10,4,0,0,0,0,1/10/2024,23:35
moderate,Yellow,evening,South,Foggy,16,13,0,2,0,1,0,9/10/2024,7:55
moderate,Yellow,morning,South,Rainy,13,6,3,0,2,0,0,3/10/2024,15:20
light,Green,morning,East,Foggy,5,3,0,0,0,2,0,12/10/2024,21:50
heavy,Red,evening,North,Rainy,20,16,4,0,0,0,0,30-09-2024,13:20
heavy,Red,night,South,Clear,20,13,6,0,0,1,0,1/10/2024,1:40
light,Green,night,South,Foggy,7,6,0,0,0,1,0,19-10-2024,20:55
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
light,Green,evening,North,Snowy,8,7,0,0,0,1,0,12/10/2024,7:05
heavy,Red,morning,East,Foggy,21,18,1,1,0,1,0,13-10-2024,11:10
light,Green,night,West,Foggy,3,2,1,0,0,0,0,14-10-2024,22:15
moderate,Yellow,afternoon,West,Foggy,12,10,0,0,0,2,0,4/10/2024,10:45
light,Green,afternoon,North,Snowy,7,5,1,0,0,0,0,3/10/2024,21:00
light,Green,night,West,Clear,5,4,1,0,0,0,0,4/10/2024,7:00
light,Green,morning,South,Rainy,7,6,0,1,0,0,0,7/10/2024,5:30
moderate,Yellow,morning,North,Foggy,11,8,0,0,0,0,0,3/10/2024,12:35
heavy,Red,evening,South,Rainy,21,14,6,0,0,1,0,1/10/2024,7:30
moderate,Red,night,East,Snowy,13,10,0,0,1,2,0,30-09-2024,6:35
light,Green,evening,East,Foggy,2,2,0,0,0,0,0,10/10/2024,6:40
moderate,Yellow,night,West,Clear,14,12,0,1,0,1,0,11/10/2024,23:35
moderate,Red,evening,West,Snowy,15,12,2,0,0,1,0,2/10/2024,8:30
moderate,Yellow,afternoon,West,Clear,11,11,0,0,0,0,0,11/10/2024,11:25
light,Green,night,North,Foggy,4,4,0,0,0,0,0,15-10-2024,20:20
light,Green,afternoon,West,Rainy,3,2,1,0,0,0,0,4/10/2024,14:35
light,Green,evening,East,Clear,3,2,0,0,0,0,0,9/10/2024,16:10
light,Green,night,East,Rainy,6,6,0,0,0,0,0,4/10/2024,9:45
heavy,Red,evening,West,Clear,20,15,0,4,0,1,0,9/10/2024,11:40
moderate,Yellow,night,North,Clear,13,12,0,1,0,0,0,11/10/2024,3:15
light,Green,night,West,Clear,9,7,0,0,0,1,0,17-10-2024,20:05
heavy,Red,evening,West,Snowy,20,18,1,0,0,1,0,13-10-2024,10:25
light,Green,afternoon,West,Foggy,6,5,0,1,0,0,0,16-10-2024,18:20
moderate,Yellow,afternoon,South,Rainy,19,13,3,1,0,2,0,1/10/2024,4:15
light,Green,evening,East,Snowy,7,7,0,0,0,0,0,19-10-2024,8:20
moderate,Yellow,afternoon,East,Foggy,13,8,2,0,0,3,0,4/10/2024,19:35
light,Green,morning,East,Clear,8,7,0,0,0,1,0,16-10-2024,19:50
moderate,Yellow,afternoon,South,Snowy,12,11,0,0,0,1,0,11/10/2024,21:35
moderate,Red,night,South,Snowy,13,11,2,0,0,0,0,6/10/2024,4:50
light,Green,afternoon,South,Snowy,7,6,0,0,0,1,0,14-10-2024,20:55
light,Red,afternoon,South,Foggy,5,4,0,0,0,1,0,17-10-2024,1:25
heavy,Red,evening,West,Clear,20,15,0,4,0,1,0,9/10/2024,11:40
moderate,Yellow,night,North,Clear,11,9,0,0,0,2,0,19-10-2024,0:00
light,Green,night,East,Snowy,3,1,0,1,0,1,0,2/10/2024,16:50
light,Green,evening,North,Foggy,7,7,0,0,0,0,0,5/10/2024,16:05
light,Green,evening,South,Rainy,9,7,0,0,0,2,0,5/10/2024,21:10
heavy,Red,afternoon,North,Snowy,20,13,3,0,1,3,0,1/10/2024,20:05
light,Green,morning,South,Clear,5,4,1,0,0,0,0,4/10/2024,7:10
light,Green,morning,North,Foggy,1,1,0,0,0,0,0,9/10/2024,14:25
moderate,Yellow,afternoon,North,Foggy,14,13,0,0,0,1,0,13-10-2024,17:30
moderate,Yellow,evening,North,Rainy,16,12,2,0,0,2,0,4/10/2024,20:55
light,Green,morning,East,Rainy,9,7,0,1,0,1,0,18-10-2024,5:35
light,Green,morning,South,Snowy,9,6,1,0,0,0,0,3/10/2024,14:05
moderate,Yellow,morning,East,Clear,13,10,0,1,0,2,0,12/10/2024,3:45
light,Green,morning,North,Clear,7,5,0,0,0,2,0,7/10/2024,12:50
heavy,Red,night,South,Snowy,23,15,6,0,0,2,0,2/10/2024,6:00
heavy,Red,morning,West,Foggy,20,16,3,1,0,0,0,30-09-2024,0:05
light,Green,evening,West,Snowy,5,4,1,0,0,0,0,15-10-2024,11:40
light,Green,morning,East,Clear,2,1,0,0,0,1,0,7/10/2024,14:55
heavy,Red,afternoon,East,Rainy,21,19,0,1,0,1,0,13-10-2024,10:00
light,Green,afternoon,South,Clear,5,3,2,0,0,0,0,4/10/2024,15:05
moderate,Yellow,evening,South,Foggy,15,15,0,0,0,0,0,11/10/2024,9:15
moderate,Red,morning,North,Foggy,19,12,4,1,1,1,0,30-09-2024,0:55
heavy,Red,night,East,Snowy,21,12,6,0,0,3,0,2/10/2024,9:20
moderate,Red,morning,North,Foggy,19,12,4,1,1,1,0,30-09-2024,0:55
light,Red,afternoon,East,Clear,7,7,0,0,0,0,0,19-10-2024,21:20
moderate,Yellow,evening,North,Snowy,11,7,1,0,0,3,0,17-10-2024,7:35
light,Green,evening,North,Clear,4,4,0,0,0,0,0,4/10/2024,6:55
light,Green,afternoon,North,Snowy,8,4,3,0,0,1,0,7/10/2024,16:10
moderate,Yellow,night,North,Clear,15,10,3,0,0,2,0,1/10/2024,21:45
heavy,Red,afternoon,South,Clear,21,19,1,0,0,1,0,13-10-2024,11:00
moderate,Yellow,evening,East,Foggy,12,10,0,1,0,0,0,3/10/2024,12:55
moderate,Yellow,afternoon,North,Snowy,15,9,1,0,1,4,0,30-09-2024,5:45
light,Green,afternoon,West,Foggy,9,8,0,1,0,0,0,16-10-2024,19:10
light,Green,night,South,Foggy,4,3,0,0,0,1,0,4/10/2024,5:00
light,Green,evening,West,Foggy,1,1,0,0,0,0,0,10/10/2024,12:55
heavy,Red,morning,East,Snowy,20,14,4,0,0,2,0,2/10/2024,10:05
moderate,Yellow,morning,South,Snowy,17,16,0,1,0,0,0,10/10/2024,22:35
light,Green,evening,West,Foggy,5,4,1,0,0,0,0,15-10-2024,7:50
moderate,Yellow,night,West,Rainy,11,8,2,1,0,0,0,6/10/2024,1:45
light,Green,morning,East,Snowy,4,4,0,0,0,0,0,14-10-2024,16:55
light,Green,night,West,Foggy,5,5,0,0,0,0,0,15-10-2024,16:00
light,Green,evening,South,Snowy,8,5,0,3,0,0,0,19-10-2024,16:45
moderate,Yellow,afternoon,South,Rainy,14,14,0,0,0,0,0,8/10/2024,17:50
moderate,Yellow,night,South,Foggy,13,13,0,0,0,0,0,5/10/2024,4:50
light,Green,afternoon,East,Clear,9,7,1,0,1,0,0,13-10-2024,0:30
moderate,Red,afternoon,South,Foggy,18,15,2,1,0,0,0,2/10/2024,1:20
light,Green,morning,West,Snowy,4,2,0,0,0,2,0,6/10/2024,16:30
light,Green,afternoon,North,Snowy,8,8,0,0,0,0,0,16-10-2024,22:35
heavy,Red,night,South,Snowy,20,14,1,2,0,3,0,5/10/2024,1:30
heavy,Red,night,South,Foggy,20,18,0,1,0,1,0,13-10-2024,9:55
moderate,Yellow,afternoon,West,Rainy,17,16,0,0,0,1,0,8/10/2024,8:05
moderate,Yellow,afternoon,East,Clear,11,11,0,0,0,0,0,8/10/2024,5:35
heavy,Red,afternoon,East,Rainy,21,19,0,1,0,1,0,13-10-2024,10:00
moderate,Yellow,evening,North,Snowy,16,8,5,0,0,3,0,1/10/2024,17:35
light,Green,evening,West,Snowy,0,0,0,0,0,0,0,3/10/2024,23:55
moderate,Yellow,morning,East,Rainy,15,7,2,1,0,4,0,12/10/2024,19:45
heavy,Red,morning,North,Snowy,20,14,1,0,2,3,0,30-09-2024,4:30
moderate,Red,afternoon,North,Clear,14,10,3,1,0,0,0,30-09-2024,23:40
light,Green,evening,West,Foggy,5,5,0,0,0,0,0,13-10-2024,20:55
moderate,Red,afternoon,South,Rainy,14,9,1,0,0,4,0,2/10/2024,4:50
moderate,Yellow,evening,South,Rainy,15,14,0,0,0,0,0,6/10/2024,7:35
heavy,Red,morning,West,Foggy,20,16,3,1,0,0,0,30-09-2024,0:05
heavy,Red,night,West,Foggy,20,13,5,0,0,2,0,2/10/2024,10:30
light,Red,night,West,Snowy,5,3,0,0,0,2,0,17-10-2024,1:35
moderate,Yellow,morning,North,Snowy,10,8,2,0,0,0,0,17-10-2024,9:50
moderate,Red,night,South,Clear,15,12,1,0,1,1,0,30-09-2024,7:50
moderate,Yellow,night,East,Clear,10,8,0,1,0,0,0,3/10/2024,18:15
heavy,Red,night,South,Snowy,20,12,6,0,0,2,0,1/10/2024,0:40
moderate,Red,night,West,Snowy,12,9,0,3,0,0,0,16-10-2024,12:35
light,Green,afternoon,South,Rainy,3,3,0,0,0,0,0,10/10/2024,2:10
light,Green,morning,East,Foggy,6,3,1,0,0,2,0,12/10/2024,8:15
heavy,Red,morning,East,Rainy,20,13,6,0,0,1,0,1/10/2024,3:05
moderate,Red,afternoon,South,Snowy,15,13,1,1,0,0,0,30-09-2024,23:30
heavy,Red,evening,North,Rainy,20,16,4,0,0,0,0,30-09-2024,13:20
light,Green,morning,West,Snowy,7,6,1,0,0,0,0,16-10-2024,1:20
light,Green,night,East,Foggy,4,2,0,1,0,1,0,9/10/2024,13:35
moderate,Yellow,night,East,Clear,11,8,2,1,0,0,0,7/10/2024,9:40
moderate,Red,evening,West,Foggy,14,9,4,1,0,0,0,2/10/2024,0:55
moderate,Yellow,morning,East,Foggy,12,10,2,0,0,0,0,30-09-2024,11:55
light,Green,night,South,Clear,5,5,0,0,0,0,0,18-10-2024,23:20
heavy,Red,afternoon,East,Rainy,22,14,7,0,0,1,0,1/10/2024,2:15
light,Green,morning,South,Rainy,7,5,2,0,0,0,0,2/10/2024,21:00
light,Green,evening,North,Clear,8,6,1,1,0,0,0,2/10/2024,17:40
